Calendar Changed	Calendar Changed
Calendar Event	Calendar Event
Call Home Assistant Service	Call Home Assistant Service
Called by Another App	Called by Another App
Calls a web API and exposes the typed response	Calls a web API and exposes the typed response
Camera	Camera
Camera maker	Camera maker
Camera model	Camera model
Cancel button	Cancel button
Captures what is on the screen right now and saves it as a picture	Captures what is on the screen right now and saves it as a picture
Carries on at once and continues again at a chosen moment	Carries on at once and continues again at a chosen moment
Carry on now	Carry on now
Cc	Cc
Change	Change
Change Picture Details	Change Picture Details
Change format or quality	Change format or quality
Change how it shows you	Change how it shows you
Changes or deletes an appointment, either one occurrence of it or the whole series	Changes or deletes an appointment, either one occurrence of it or the whole series
Charging	Charging
Charging started	Charging started
Charging stopped	Charging stopped
Check every (minutes, minimum 15)	Check every (minutes, minimum 15)
Choice	Choice
Clear	Clear
Clipboard	Clipboard
Clock Changed	Clock Changed
Close automatically after (seconds)	Close automatically after (seconds)
Colour	Colour
Combines words and values into one piece of text	Combines words and values into one piece of text
Compare against	Compare against
Compare as	Compare as
Confirm button	Confirm button
Confirmed by the broker	Confirmed by the broker
Confirmed exactly once	Confirmed exactly once
Connected	Connected
Contains	Contains
Control Light	Control Light
Control Scene	Control Scene
Conversation ID	Conversation ID
Convert	Convert
Convert to	Convert to
Copies, moves or renames a file on the phone	Copies, moves or renames a file on the phone
Copy it	Copy it
Copy or Move File	Copy or Move File
Copyright	Copyright
Count	Count
Count items	Count items
Covered	Covered
Creates an appointment in one of the calendars on this phone	Creates an appointment in one of the calendars on this phone
Crop	Crop
Current time	Current time
Custom	Custom
Custom sound	Custom sound
Dark Theme Change	Dark Theme Change
Dark theme	Dark theme
Data contains	Data contains
Date &amp; time	Date &amp; time
Date rolled over	Date rolled over
Date taken	Date taken
Date time	Date time
Days	Days
Days ahead	Days ahead
Days of month (e.g. 1,15, empty = every day)	Days of month (e.g. 1,15, empty = every day)
Delete	Delete
Delete File	Delete File
Delete Picture	Delete Picture
Delete for good	Delete for good
Delivery	Delivery
Description	Description
Details	Details
Device Boot	Device Boot
Device Docked	Device Docked
Device Movement	Device Movement
Device Orientation	Device Orientation
Device Shutting Down	Device Shutting Down
Device Unlocked	Device Unlocked
Device orientation	Device orientation
Direction	Direction
Disable Macro	Disable Macro
Disabled	Disabled
Disables another macro by id (persists the flag and disarms its triggers)	Disables another macro by id (persists the flag and disarms its triggers)
Disappear after (seconds)	Disappear after (seconds)
Disconnected	Disconnected
Dismiss	Dismiss
Do Not Disturb	Do Not Disturb
Docked	Docked
Don\'t start again until it changes back by (lux)	Don\'t start again until it changes back by (lux)
Double	Double
Double tap	Double tap
Down	Down
Duration	Duration
Duration (ms, used when pattern is empty)	Duration (ms, used when pattern is empty)
Dwell delay (ms)	Dwell delay (ms)
Edit Picture	Edit Picture
Ejected	Ejected
Email Received	Email Received
Empty List	Empty List
Empty Trigger	Empty Trigger
Enable Macro	Enable Macro
Enabled	Enabled
Enables another macro by id (persists the flag and arms its triggers)	Enables another macro by id (persists the flag and arms its triggers)
Ends the recording that is running and saves it as a file	Ends the recording that is running and saves it as a file
Entity	Entity
Equals	Equals
Event	Event
Event type	Event type
Events	Events
Extra data (JSON)	Extra data (JSON)
Face down	Face down
Face up	Face up
Fade time (ms)	Fade time (ms)
Falls below	Falls below
Fetch Email	Fetch Email
Field	Field
File	File
File Details	File Details
File name	File name
File or folder	File or folder
Files	Files
Find Calendar Events	Find Calendar Events
Find Pictures	Find Pictures
Finds photos and screenshots on this phone onto a list you can loop over	Finds photos and screenshots on this phone onto a list you can loop over
Fire time	Fire time
Fire when	Fire when
Fires immediately when the workflow starts (no external event)	Fires immediately when the workflow starts (no external event)
Fires when a macro finishes executing after being triggered	Fires when a macro finishes executing after being triggered
Fires when a named variable changes value	Fires when a named variable changes value
Fires when the app is initialised and running	Fires when the app is initialised and running
Fires when the device\'s UI / night mode changes	Fires when the device\'s UI / night mode changes
Fires when this macro is enabled (its triggers are armed)	Fires when this macro is enabled (its triggers are armed)
Flash	Flash
Float	Float
Folder	Folder
Folders	Folders
For a length of time	For a length of time
Found	Found
Free	Free
Fridays	Fridays
From	From
From (optional)	From (optional)
From app (optional)	From app (optional)
From contains	From contains
From position (0 is the first)	From position (0 is the first)
Front camera	Front camera
Geofence	Geofence
Gesture	Gesture
Get	Get
Get Light State	Get Light State
Get as	Get as
Give up after (seconds)	Give up after (seconds)
Greater than	Greater than
Greater than or equal	Greater than or equal
Green	Green
HTTP Request	HTTP Request
Halts the current execution chain (stops following connected actions)	Halts the current execution chain (stops following connected actions)
Headers (JSON, optional)	Headers (JSON, optional)
Headset Plugged	Headset Plugged
Headset hook	Headset hook
Headset plugged in	Headset plugged in
Height	Height
Held down	Held down
Held for (seconds)	Held for (seconds)
High — fires easily	High — fires easily
High — music and detail	High — music and detail
Hint	Hint
Hold for at least (ms)	Hold for at least (ms)
Home Assistant	Home Assistant
Home Assistant Entity	Home Assistant Entity
Home Assistant Entity Changed	Home Assistant Entity Changed
Home Assistant Event	Home Assistant Event
Hours	Hours
How	How
How long (minutes)	How long (minutes)
How long (seconds)	How long (seconds)
How many	How many
How many at most	How many at most
How many items are in a list	How many items are in a list
How many times	How many times
How the device is currently resting — face up or down, portrait or landscape (screen on only)	How the device is currently resting — face up or down, portrait or landscape (screen on only)
How to watch	How to watch
Idle	Idle
If	If
If a file is already there	If a file is already there
If it fails	If it fails
If missing	If missing
If one is already there	If one is already there
In an appointment	In an appointment
Include cancelled and declined ones	Include cancelled and declined ones
Incoming Call State	Incoming Call State
Index	Index
Initiates a phone call to a number	Initiates a phone call to a number
Inputs	Inputs
Installed	Installed
Int	Int
Into folder	Into folder
It ends	It ends
It starts	It starts
Item	Item
Item at position	Item at position
Item to find	Item to find
Its reminder falls due	Its reminder falls due
JPEG	JPEG
JSON text	JSON text
Join list	Join list
Keep both, adding a number	Keep both, adding a number
Keep until dismissed	Keep until dismissed
Key	Key
Landscape left	Landscape left
Landscape right	Landscape right
Latest picture	Latest picture
Latest screenshot	Latest screenshot
Latin-1 (ISO 8859-1)	Latin-1 (ISO 8859-1)
Launch App	Launch App
Launches another app by package name	Launches another app by package name
Leave the old one alone	Leave the old one alone
Left	Left
Left to right	Left to right
Less than	Less than
Less than or equal	Less than or equal
Let it use tools	Let it use tools
Level (%)	Level (%)
Level (when on)	Level (when on)
Light or room	Light or room
List	List
List Files	List Files
List contains	List contains
List variable	List variable
Lists the files in a folder, as paths you can loop over	Lists the files in a folder, as paths you can loop over
Locale Changed	Locale Changed
Location	Location
Log Message	Log Message
Long	Long
Longest reply (tokens)	Longest reply (tokens)
Longest side (pixels)	Longest side (pixels)
Look at	Look at
Loops over a list, running the following steps once for every item in it	Loops over a list, running the following steps once for every item in it
Loops the following steps a set number of times — repeat 10 times, and so on	Loops the following steps a set number of times — repeat 10 times, and so on
Loops the following steps for as long as a comparison holds	Loops the following steps for as long as a comparison holds
Low — needs a deliberate gesture	Low — needs a deliberate gesture
Lux	Lux
MQTT Message	MQTT Message
MQTT Topic	MQTT Topic
Macro	Macro
Macro Enabled	Macro Enabled
Macro Finished	Macro Finished
Mail	Mail
Make Call	Make Call
Manual Trigger	Manual Trigger
Mark read	Mark read
Mark unread	Mark unread
Marks a conversation read, presses one of its buttons, or dismisses the notification	Marks a conversation read, presses one of its buttons, or dismisses the notification
Marks a message read or unread, moves it to another folder, or deletes it	Marks a message read or unread, moves it to another folder, or deletes it
Matches regex	Matches regex
Media	Media
Media Button Pressed	Media Button Pressed
Media Mounted / Unmounted	Media Mounted / Unmounted
Medium	Medium
Message	Message
Message Received	Message Received
Message contains	Message contains
Messages	Messages
Method	Method
Minutes	Minutes
Minutes before (negative fires afterwards)	Minutes before (negative fires afterwards)
Mirror	Mirror
Mode	Mode
Model	Model
Mondays	Mondays
Most to return	Most to return
Most turns	Most turns
Mounted	Mounted
Move	Move
Move it	Move it
Move or Copy Picture	Move or Copy Picture
Move to folder	Move to folder
Move to the bin	Move to the bin
Moves a photo to the bin, or deletes it for good	Moves a photo to the bin, or deletes it for good
Moves or copies a photo into another folder, keeping it in the gallery	Moves or copies a photo into another folder, keeping it in the gallery
Multiple lines	Multiple lines
Must hold for (ms)	Must hold for (ms)
Mute	Mute
NFC Tag	NFC Tag
NFC enabled	NFC enabled
Name other apps see	Name other apps see
Names matching	Names matching
Network	Network
New details (leave empty to keep them)	New details (leave empty to keep them)
New length in minutes (-1 to keep it)	New length in minutes (-1 to keep it)
New place (leave empty to keep it)	New place (leave empty to keep it)
New start (leave empty to keep it)	New start (leave empty to keep it)
New title (leave empty to keep it)	New title (leave empty to keep it)
New value (blank removes it)	New value (blank removes it)
Newest first	Newest first
Next	Next
Next appointment	Next appointment
Normal	Normal
Not equals	Not equals
Notification	Notification
Notification Received	Notification Received
Now	Now
Number	Number
Number of presses	Number of presses
Off	Off
Offhook	Offhook
Oldest first	Oldest first
On	On
On dwell	On dwell
On enter	On enter
On exit	On exit
On staying away	On staying away
One item out of a list, by its position	One item out of a list, by its position
Only during a time window	Only during a time window
Only in this folder	Only in this folder
Only lights already on	Only lights already on
Only names matching	Only names matching
Only unread	Only unread
Only when it ends up lying flat	Only when it ends up lying flat
Only while the screen is on	Only while the screen is on
Open URL	Open URL
Opens WhatsApp, Signal or Telegram with a message ready to send	Opens WhatsApp, Signal or Telegram with a message ready to send
Opens a URL in the default handler (browser or app). Typing google.com is enough	Opens a URL in the default handler (browser or app). Typing google.com is enough
Operation	Operation
Operator	Operator
Options — one per line	Options — one per line
Orange	Orange
Order	Order
Orientation	Orientation
Outputs	Outputs
PNG	PNG
Package	Package
Part of list	Part of list
Path	Path
Path (e.g. main.temp) — blank for the whole document	Path (e.g. main.temp) — blank for the whole document
Paths	Paths
Pattern (comma-separated ms, e.g. 0,200,500,200)	Pattern (comma-separated ms, e.g. 0,200,500,200)
Pause	Pause
Pauses the workflow for a while	Pauses the workflow for a while
Picked up	Picked up
Picture	Picture
Picture Details	Picture Details
Picture Saved	Picture Saved
Pictures	Pictures
Pink	Pink
Place	Place
Planned for	Planned for
Play	Play
Play Sound	Play Sound
Play pause	Play pause
Play through	Play through
Plays a notification, ringtone, alarm or chosen sound	Plays a notification, ringtone, alarm or chosen sound
Plugged	Plugged
Plugged in	Plugged in
Poll	Poll
Poll interval (minutes, minimum 15)	Poll interval (minutes, minimum 15)
Portrait	Portrait
Portrait upside down	Portrait upside down
Position	Position
Position (0 is the first)	Position (0 is the first)
Position in list	Position in list
Post	Post
Posted as	Posted as
Posts a notification on this device, optionally with buttons and a reply field	Posts a notification on this device, optionally with buttons and a reply field
Power Save Mode Changed	Power Save Mode Changed
Power save mode	Power save mode
Prefilled	Prefilled
Pressed	Pressed
Pressed several times	Pressed several times
Previous	Previous
Priority	Priority
Progress (%, below 0 = busy)	Progress (%, below 0 = busy)
Prompt	Prompt
Proximity	Proximity
Proximity covered	Proximity covered
Publish to MQTT	Publish to MQTT
Put	Put
Put down	Put down
Quality	Quality
Question	Question
Read File	Read File
Read from JSON	Read from JSON
Reading	Reading
Reads a picture\'s size, camera, date and location out of the file	Reads a picture\'s size, camera, date and location out of the file
Reads a text file from the phone and passes its contents on	Reads a text file from the phone and passes its contents on
Reads appointments out of a calendar onto a list you can loop over	Reads appointments out of a calendar onto a list you can loop over
Reads messages from a mailbox onto a list you can loop over	Reads messages from a mailbox onto a list you can loop over
Reads one value out of JSON text, such as an HTTP response body	Reads one value out of JSON text, such as an HTTP response body
Reads whether a light is on, how bright it is and what colour — Philips Hue	Reads whether a light is on, how bright it is and what colour — Philips Hue
Reason (optional, logged before halting)	Reason (optional, logged before halting)
Record Audio	Record Audio
Recording	Recording
Recording Finished	Recording Finished
Records sound from the microphone for a set time and saves it as a file	Records sound from the microphone for a set time and saves it as a file
Red	Red
Remembers a value in a variable, readable by later runs	Remembers a value in a variable, readable by later runs
Remind you (minutes before, -1 for no reminder)	Remind you (minutes before, -1 for no reminder)
Remove Notification	Remove Notification
Removed	Removed
Removes a file from the phone	Removes a file from the phone
Repeat	Repeat
Repeat every (under 15 only fires while the device is awake)	Repeat every (under 15 only fires while the device is awake)
Repeat for each item	Repeat for each item
Repeat on an interval	Repeat on an interval
Repeat this	Repeat this
Repeat while	Repeat while
Replace it	Replace it
Replaced	Replaced
Replies to a message in WhatsApp, Signal, Telegram or another messenger	Replies to a message in WhatsApp, Signal, Telegram or another messenger
Reply	Reply
Reply button	Reply button
Reply field	Reply field
Reply hint	Reply hint
Reply to Message	Reply to Message
Resize	Resize
Resizes, rotates, mirrors, crops or re-encodes a picture into a new file	Resizes, rotates, mirrors, crops or re-encodes a picture into a new file
Result	Result
Resumed at	Resumed at
Ring	Ring
Ringer Mode Changed	Ringer Mode Changed
Ringer mode	Ringer mode
Ringing	Ringing
Ringtone	Ringtone
Rises above	Rises above
Rotate	Rotate
Routes execution by comparing a value against another	Routes execution by comparing a value against another
Run Script	Run Script
Run action	Run action
Runs JavaScript over inputs you name and returns values on ports you name	Runs JavaScript over inputs you name and returns values on ports you name
Runs any Home Assistant service — a thermostat, a media player, a lock, a vacuum, a script	Runs any Home Assistant service — a thermostat, a media player, a lock, a vacuum, a script
SMS	SMS
SMS Received	SMS Received
Same as the original	Same as the original
Saturdays	Saturdays
Save as	Save as
Save in this folder	Save in this folder
Saves text to a file on the phone, replacing it or adding to the end	Saves text to a file on the phone, replacing it or adding to the end
Scene	Scene
Schedule	Schedule
Screen On / Off	Screen On / Off
Screen on	Screen on
Screenshot Taken	Screenshot Taken
Script — each input is a variable of its own name	Script — each input is a variable of its own name
Seconds	Seconds
Send Email	Send Email
Send Message	Send Message
Send SMS	Send SMS
Send and forget	Send and forget
Send as HTML	Send as HTML
Sender (optional — any sender when empty)	Sender (optional — any sender when empty)
Sends a message to a topic on an MQTT broker — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome	Sends a message to a topic on an MQTT broker — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text, letting it run nodes and macros as tools when you allow it	Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text, letting it run nodes and macros as tools when you allow it
Sends an SMS to a number with a body	Sends an SMS to a number with a body
Sends an email through one of your mail accounts	Sends an email through one of your mail accounts
Sensitivity	Sensitivity
Separator	Separator
Separator (blank for a new line)	Separator (blank for a new line)
Service	Service
Set	Set
Set Brightness	Set Brightness
Set Ringer Mode	Set Ringer Mode
Set Screen Timeout	Set Screen Timeout
Set Variable	Set Variable
Set Volume	Set Volume
Set brightness	Set brightness
Set colour	Set colour
Set temperature	Set temperature
Sets or clears the clipboard	Sets or clears the clipboard
Sets screen brightness (absolute value or auto)	Sets screen brightness (absolute value or auto)
Sets the ringer mode to normal, silent or vibrate	Sets the ringer mode to normal, silent or vibrate
Sets the screen-off timeout in milliseconds	Sets the screen-off timeout in milliseconds
Shake	Shake
Show Message	Show Message
Show Notification	Show Notification
Show a progress bar	Show a progress bar
Shows a popup dialog and waits until the user has acknowledged it	Shows a popup dialog and waits until the user has acknowledged it
Shows a popup dialog offering a list of options and reports which one was picked	Shows a popup dialog offering a list of options and reports which one was picked
Shows an AI model a picture from this phone and returns what it says about it	Shows an AI model a picture from this phone and returns what it says about it
Shows you as	Shows you as
Signal	Signal
Silence	Silence
Silent	Silent
Sort list	Sort list
Sound	Sound
Source	Source
Split text into a list	Split text into a list
Splits a struct into its individual fields (auto-detects the struct from the input)	Splits a struct into its individual fields (auto-detects the struct from the input)
Splits text into a list — one item per line, or on a separator you choose	Splits text into a list — one item per line, or on a separator you choose
Standing instruction	Standing instruction
Start Recording	Start Recording
Start at (seconds into the sound)	Start at (seconds into the sound)
Started moving — low power, works with the screen off	Started moving — low power, works with the screen off
Starts a named list over, ready to collect into	Starts a named list over, ready to collect into
Starts at	Starts at
Starts once after the device finishes booting	Starts once after the device finishes booting
Starts the workflow on an interval or at a time of day	Starts the workflow on an interval or at a time of day
Starts the workflow when another app, a script or a shortcut asks Ottomatic to run it	Starts the workflow when another app, a script or a shortcut asks Ottomatic to run it
Starts the workflow when you tap run, or tap its widget or shortcut	Starts the workflow when you tap run, or tap its widget or shortcut
Starts when Bluetooth is turned on or off	Starts when Bluetooth is turned on or off
Starts when Wi-Fi is enabled or disabled	Starts when Wi-Fi is enabled or disabled
Starts when a Bluetooth device connects or disconnects	Starts when a Bluetooth device connects or disconnects
Starts when a Home Assistant entity changes — a sensor, a switch, a door, a thermostat	Starts when a Home Assistant entity changes — a sensor, a switch, a door, a thermostat
Starts when a USB device is connected or disconnected	Starts when a USB device is connected or disconnected
Starts when a matching notification arrives	Starts when a matching notification arrives
Starts when a media button is pressed (play, pause, next, etc.)	Starts when a media button is pressed (play, pause, next, etc.)
Starts when a message arrives in WhatsApp, Signal, Telegram or another messenger	Starts when a message arrives in WhatsApp, Signal, Telegram or another messenger
Starts when a message arrives on an MQTT topic — a Zigbee button, a sensor, any device that publishes	Starts when a message arrives on an MQTT topic — a Zigbee button, a sensor, any device that publishes
Starts when a photo, screenshot or downloaded picture is added to this phone	Starts when a photo, screenshot or downloaded picture is added to this phone
Starts when a recording made by this app has been saved	Starts when a recording made by this app has been saved
Starts when a screenshot is captured on this phone	Starts when a screenshot is captured on this phone
Starts when a volume button is pressed, held, or pressed several times. Needs accessibility access; the buttons keep working normally	Starts when a volume button is pressed, held, or pressed several times. Needs accessibility access; the buttons keep working normally
Starts when a wired headset is plugged or unplugged	Starts when a wired headset is plugged or unplugged
Starts when airplane mode is toggled	Starts when airplane mode is toggled
Starts when an NFC tag is held to the phone. Only works while the screen is on and unlocked	Starts when an NFC tag is held to the phone. Only works while the screen is on and unlocked
Starts when an SMS arrives	Starts when an SMS arrives
Starts when an app is installed, removed or replaced	Starts when an app is installed, removed or replaced
Starts when an appointment begins, ends, or its reminder falls due	Starts when an appointment begins, ends, or its reminder falls due
Starts when an appointment is added, changed or removed in any calendar	Starts when an appointment is added, changed or removed in any calendar
Starts when an email arrives in a mailbox you are watching	Starts when an email arrives in a mailbox you are watching
Starts when an event fires on the Home Assistant event bus — a Zigbee button, a tag, a custom event	Starts when an event fires on the Home Assistant event bus — a Zigbee button, a tag, a custom event
Starts when external media is mounted, unmounted or ejected	Starts when external media is mounted, unmounted or ejected
Starts when power-save mode is toggled on or off	Starts when power-save mode is toggled on or off
Starts when the battery level crosses a threshold (polls in the background)	Starts when the battery level crosses a threshold (polls in the background)
Starts when the device body is tapped twice or three times. Unreliable in a pocket (screen on only)	Starts when the device body is tapped twice or three times. Unreliable in a pocket (screen on only)
Starts when the device connects to or disconnects from a Wi-Fi network	Starts when the device connects to or disconnects from a Wi-Fi network
Starts when the device date rolls over or the timezone changes	Starts when the device date rolls over or the timezone changes
Starts when the device enters, exits or dwells inside a circular area, or once it has been away from one for a while	Starts when the device enters, exits or dwells inside a circular area, or once it has been away from one for a while
Starts when the device is docked or undocked	Starts when the device is docked or undocked
Starts when the device is picked up, set down, or begins moving	Starts when the device is picked up, set down, or begins moving
Starts when the device is shaken back and forth. High sensitivity will also fire while running (screen on only)	Starts when the device is shaken back and forth. High sensitivity will also fire while running (screen on only)
Starts when the device is shutting down	Starts when the device is shutting down
Starts when the device is turned face down or face up, or rotated into portrait or landscape (screen on only)	Starts when the device is turned face down or face up, or rotated into portrait or landscape (screen on only)
Starts when the device locale changes	Starts when the device locale changes
Starts when the device starts or stops charging	Starts when the device starts or stops charging
Starts when the light around the device crosses a level and stays there — a dim room is around 30 lux, an office a few hundred. Below about 30 lux the sensor gets unreliable (screen on only)	Starts when the light around the device crosses a level and stays there — a dim room is around 30 lux, an office a few hundred. Below about 30 lux the sensor gets unreliable (screen on only)
Starts when the phone call state changes (ringing, offhook, idle)	Starts when the phone call state changes (ringing, offhook, idle)
Starts when the ringer mode changes (normal, silent, vibrate)	Starts when the ringer mode changes (normal, silent, vibrate)
Starts when the screen turns on or off	Starts when the screen turns on or off
Starts when the sensor above the screen is covered or uncovered. Your hand has to be touching or nearly touching the glass (screen on only on most devices)	Starts when the sensor above the screen is covered or uncovered. Your hand has to be touching or nearly touching the glass (screen on only on most devices)
Starts when the user unlocks the device	Starts when the user unlocks the device
State	State
Stop	Stop
Stop Macro	Stop Macro
Stop Recording	Stop Recording
Stop Sound	Stop Sound
Stop after (seconds, 0 = play to the end)	Stop after (seconds, 0 = play to the end)
Stop by itself after (seconds)	Stop by itself after (seconds)
Stops every sound started by Play Sound	Stops every sound started by Play Sound
Stream	Stream
String	String
Struct	Struct
Subject	Subject
Subject contains	Subject contains
Sundays	Sundays
System	System
Tag	Tag
Tag — Used for manual deletion	Tag — Used for manual deletion
Take Photo	Take Photo
Take Screenshot	Take Screenshot
Taken after	Taken after
Taken before	Taken before
Takes a picture with the phone\'s front or back camera, with flash and a delay before the shot	Takes a picture with the phone\'s front or back camera, with flash and a delay before the shot
Takes down a notification this app posted under a tag	Takes down a notification this app posted under a tag
Tap on Device	Tap on Device
Taps	Taps
Teal	Teal
Telegram	Telegram
Template — use {A}, {B}, {C}	Template — use {A}, {B}, {C}
Tentative	Tentative
Text	Text
Text contains (optional)	Text contains (optional)
Text encoding	Text encoding
Text — one item per line, or wire something in	Text — one item per line, or wire something in
The current battery charge as a percentage in 0..100	The current battery charge as a percentage in 0..100
The current date and time	The current date and time
The current state of a Home Assistant entity — a sensor, a switch, a thermostat	The current state of a Home Assistant entity — a sensor, a switch, a thermostat
The current value of a variable	The current value of a variable
The device\'s current ringer mode	The device\'s current ringer mode
The last message published to a topic on an MQTT broker	The last message published to a topic on an MQTT broker
The light level around the device in lux — a dim room is around 30, an office a few hundred	The light level around the device in lux — a dim room is around 30, an office a few hundred
The most recent photo, screenshot or picture saved on this phone	The most recent photo, screenshot or picture saved on this phone
The most recent screenshot saved on this phone	The most recent screenshot saved on this phone
The name of the Wi-Fi network the device is currently connected to	The name of the Wi-Fi network the device is currently connected to
The next appointment due to start in any calendar	The next appointment due to start in any calendar
The next few days	The next few days
The rest of today	The rest of today
The same list, in order	The same list, in order
This is a list	This is a list
This occurrence	This occurrence
Threshold (0-100)	Threshold (0-100)
Threshold (lux)	Threshold (lux)
Thursdays	Thursdays
Timeout (ms)	Timeout (ms)
Timezone changed	Timezone changed
Title	Title
Title contains	Title contains
To	To
Toggle	Toggle
Toggle Auto-Rotate	Toggle Auto-Rotate
Toggle Bluetooth	Toggle Bluetooth
Toggle Flashlight	Toggle Flashlight
Toggle Wi-Fi	Toggle Wi-Fi
Toggles Do-Not-Disturb on or off with a chosen policy level	Toggles Do-Not-Disturb on or off with a chosen policy level
Tools	Tools
Top	Top
Top to bottom	Top to bottom
Topic	Topic
Triple tap	Triple tap
Tuesdays	Tuesdays
Turn	Turn
Turn off	Turn off
Turn on	Turn on
Turns Bluetooth on or off and reports the resulting state	Turns Bluetooth on or off and reports the resulting state
Turns Wi-Fi on or off and reports the resulting state	Turns Wi-Fi on or off and reports the resulting state
Turns a light, room or zone on or off, or sets its brightness, colour or warmth — Philips Hue	Turns a light, room or zone on or off, or sets its brightness, colour or warmth — Philips Hue
Turns a list into one piece of text, separated by what you choose	Turns a list into one piece of text, separated by what you choose
Turns a value into another type — text, a number, yes/no or a date	Turns a value into another type — text, a number, yes/no or a date
Turns accelerometer auto-rotation on or off	Turns accelerometer auto-rotation on or off
Turns the camera torch (flashlight) on or off	Turns the camera torch (flashlight) on or off
Type	Type
URL	URL
USB Device Connected	USB Device Connected
UTF-16	UTF-16
UTF-8	UTF-8
Uncovered	Uncovered
Undocked	Undocked
Unit	Unit
Unmounted	Unmounted
Unmute	Unmute
Unplugged	Unplugged
Until	Until
Until a date and time	Until a date and time
Until a time of day	Until a time of day
Up	Up
Update	Update
Update Calendar Event	Update Calendar Event
Update Email	Update Email
Upside down	Upside down
Value	Value
Value (0-100, only when mode is set)	Value (0-100, only when mode is set)
Value (0-255, only when auto is off)	Value (0-255, only when auto is off)
Values this call carries	Values this call carries
Variable	Variable
Variable Change	Variable Change
Vibrate	Vibrate
Vibrates the device for a duration or pattern	Vibrates the device for a duration or pattern
Violet	Violet
Voice — small file	Voice — small file
Volume Button	Volume Button
Volume down	Volume down
Volume up	Volume up
Wait	Wait
Wait Until	Wait Until
Wait before the shot (seconds)	Wait before the shot (seconds)
Wait until finished	Wait until finished
Warmth (K)	Warmth (K)
WebP	WebP
Wednesdays	Wednesdays
What starts it	What starts it
What to ask	What to ask
What to change	What to change
What to do	What to do
Whatsapp	Whatsapp
When answered	When answered
When cancelled	When cancelled
When confirmed	When confirmed
When finished	When finished
When the light level	When the light level
When the time comes	When the time comes
When time runs out	When time runs out
Where	Where
Where an item sits in a list, counting from 0, or -1 when it is not there	Where an item sits in a list, counting from 0, or -1 when it is not there
Whether Bluetooth is currently enabled	Whether Bluetooth is currently enabled
Whether Do-Not-Disturb is currently active	Whether Do-Not-Disturb is currently active
Whether NFC is currently switched on	Whether NFC is currently switched on
Whether Wi-Fi is currently enabled	Whether Wi-Fi is currently enabled
Whether a list holds a given item	Whether a list holds a given item
Whether a wired or USB headset is currently plugged in	Whether a wired or USB headset is currently plugged in
