Button	Кнопка
Button label	Надпись на кнопке
C	C
Call Home Assistant Service	Вызвать службу Home Assistant
Called by Another App	Вызов из другого приложения
Calls a web API and exposes the typed response	Обращается к веб-API и выдаёт типизированный ответ
Cancel button	Кнопка отмены
Carries on at once and continues again at a chosen moment	Продолжает выполнение сразу и ещё раз — в выбранный момент
Carry on now	Продолжить сейчас
Cc	Копия
Change	Изменение
Changes from	Меняется с
Changes to	Меняется на
Charging	Зарядка
Charging started	Зарядка началась
Charging stopped	Зарядка прекратилась
Check every (minutes, minimum 15)	Проверять каждые (минут, минимум 15)
Choice	Выбор
Clear	Очистить
Clipboard	Буфер обмена
Clock Changed	Изменение времени
Close automatically after (seconds)	Закрывать автоматически через (секунд)
Colour	Цвет
Combines words and values into one piece of text	Соединяет слова и значения в один текст
Compare against	Сравнить с
Compare as	Сравнивать как
Confirm button	Кнопка подтверждения
Connected	Подключено
Connection	Подключение
Contains	Содержит
Control Light	Управление светом
Control Scene	Управление сценой
Conversation ID	Идентификатор беседы
Convert	Преобразовать
Convert to	Преобразовать в
Count	Количество
Count items	Посчитать элементы
Covered	Закрыт
Current time	Текущее время
Custom	Свой
Custom sound	Свой звук
Dark Theme Change	Изменение тёмной темы
Dark theme	Тёмная тема
Data contains	Данные содержат
Date &amp; time	Дата и время
Date rolled over	Наступил новый день
Date time	Дата и время
Days	Дни
Days of month (e.g. 1,15, empty = every day)	Дни месяца (например, 1,15; пусто — каждый день)
Delete	Удалить
Device Boot	Загрузка устройства
Device Docked	Устройство в док-станции
Device Movement	Движение устройства
Device Orientation	Ориентация устройства
Device Shutting Down	Выключение устройства
Device Unlocked	Устройство разблокировано
Device orientation	Ориентация устройства
Direction	Направление
Disable Macro	Выключить макрос
Disabled	Выключено
Disables another macro by id (persists the flag and disarms its triggers)	Выключает другой макрос по идентификатору (сохраняет флаг и снимает его триггеры)
Disconnected	Отключено
Dismiss	Закрыть
Do Not Disturb	Не беспокоить
Docked	В док-станции
Don\'t start again until it changes back by (lux)	Не срабатывать снова, пока не изменится обратно на (люкс)
Double	Дробное
Double tap	Двойное касание
Down	Вниз
Duration	Длительность
Duration (ms, used when pattern is empty)	Длительность (мс, используется, когда шаблон пуст)
Dwell delay (ms)	Задержка пребывания (мс)
Ejected	Извлечён
Email Received	Получено письмо
Empty List	Очистить список
Empty Trigger	Пустой триггер
Enable Macro	Включить макрос
Enabled	Включено
Enables another macro by id (persists the flag and arms its triggers)	Включает другой макрос по идентификатору (сохраняет флаг и активирует его триггеры)
Entity	Сущность
Equals	Равно
Event	Событие
Event type	Тип события
Extra data (JSON)	Дополнительные данные (JSON)
Face down	Экраном вниз
Face up	Экраном вверх
Fade time (ms)	Время перехода (мс)
Falls below	Опускается ниже
Fast	Быстрая
Fetch Email	Получить письма
Field	Поле
Fire time	Время срабатывания
Fires immediately when the workflow starts (no external event)	Срабатывает сразу при запуске сценария (без внешнего события)
Fires when a macro finishes executing after being triggered	Срабатывает, когда макрос завершает выполнение после срабатывания триггера
Fires when a named variable changes value	Срабатывает, когда именованная переменная меняет значение
Fires when the app is initialised and running	Срабатывает, когда приложение запущено и готово к работе
Fires when the device\'s UI / night mode changes	Срабатывает при смене оформления интерфейса / ночного режима
Fires when this macro is enabled (its triggers are armed)	Срабатывает, когда этот макрос включают (его триггеры становятся активными)
Float	Дробное (float)
Folder	Папка
For a length of time	На заданное время
Found	Найдено
Fridays	Пятницы
From (optional)	От (необязательно)
From app (optional)	От приложения (необязательно)
From contains	Отправитель содержит
From position (0 is the first)	С позиции (0 — первая)
Geofence	Геозона
Gesture	Жест
Get	Получить
Get Light State	Состояние светильника
Get as	Получить как
Give up after (seconds)	Сдаться через (секунд)
Greater than	Больше
Greater than or equal	Больше или равно
HTTP Request	HTTP-запрос
Halts the current execution chain (stops following connected actions)	Останавливает текущую цепочку выполнения (дальше по связям не идёт)
Headers (JSON, optional)	Заголовки (JSON, необязательно)
Headset Plugged	Гарнитура подключена
Headset hook	Кнопка гарнитуры
Headset plugged in	Гарнитура подключена
Held down	Удержание
Held for (seconds)	Удерживается (секунд)
High — fires easily	Высокая — срабатывает легко
Hint	Подсказка
Hold for at least (ms)	Удерживать не менее (мс)
Home Assistant	Home Assistant
Home Assistant Entity	Сущность Home Assistant
Home Assistant Entity Changed	Сущность Home Assistant изменилась
Home Assistant Event	Событие Home Assistant
Hours	Часы
How many	Сколько
How many at most	Сколько максимум
How many items are in a list	Сколько элементов в списке
How many times	Сколько раз
How the device is currently resting — face up or down, portrait or landscape (screen on only)	Как устройство лежит сейчас — экраном вверх или вниз, вертикально или горизонтально (только при включённом экране)
How to watch	Как отслеживать
Idle	Свободна
If	Если
If it fails	При ошибке
If missing	Если отсутствует
Incoming Call State	Состояние входящего звонка
Index	Позиция
Initiates a phone call to a number	Начинает телефонный звонок на номер
Inputs	Входы
Installed	Установлено
Int	Целое
Item	Элемент
Item at position	Элемент по позиции
Item to find	Что искать
JSON text	Текст JSON
Join list	Объединить список
Key	Ключ
Landscape left	Горизонтально влево
Landscape right	Горизонтально вправо
Launch App	Открыть приложение
Launches another app by package name	Открывает другое приложение по имени пакета
Less than	Меньше
Less than or equal	Меньше или равно
Level (%)	Уровень (%)
Level (when on)	Уровень (когда включено)
Light or room	Светильник или комната
List	Список
List contains	Список содержит
List variable	Переменная-список
Locale Changed	Изменение языка
Log Message	Записать в журнал
Long	Целое (long)
Longest reply (tokens)	Максимальная длина ответа (токенов)
Loops over a list, running the following steps once for every item in it	Проходит по списку, выполняя следующие шаги по одному разу для каждого элемента
Loops the following steps a set number of times — repeat 10 times, and so on	Повторяет следующие шаги заданное число раз — например, 10 раз
Loops the following steps for as long as a comparison holds	Повторяет следующие шаги, пока выполняется условие
Low — needs a deliberate gesture	Низкая — нужен явный жест
Lux	Люкс
Macro	Макрос
Macro Enabled	Макрос включён
Macro Finished	Макрос завершён
Mail	Почта
Make Call	Позвонить
Manual Trigger	Ручной триггер
Mark read	Отметить прочитанным
Mark unread	Отметить непрочитанным
Marks a conversation read, presses one of its buttons, or dismisses the notification	Отмечает беседу прочитанной, нажимает одну из её кнопок или закрывает уведомление
Marks a message read or unread, moves it to another folder, or deletes it	Отмечает письмо прочитанным или непрочитанным, перемещает в другую папку или удаляет
Matches regex	Соответствует регулярному выражению
Media	Медиа
Media Button Pressed	Нажата медиакнопка
Media Mounted / Unmounted	Подключение / отключение носителя
Medium	Средняя
Message	Сообщение
Message Received	Получено сообщение
Messages	Сообщения
Method	Метод
Minutes	Минуты
Mode	Режим
Model	Модель
Mondays	Понедельники
Mounted	Подключён
Move	Переместить
Move to folder	Переместить в папку
Multiple lines	Несколько строк
Must hold for (ms)	Удерживать (мс)
Mute	Выключить звук
NFC Tag	NFC-метка
NFC enabled	NFC включён
Name other apps see	Название, видимое другим приложениям
Network	Сеть
Next	Далее
Normal	Обычный
Not equals	Не равно
Notification	Уведомление
Notification Received	Получено уведомление
Now	Сейчас
Number	Число
Number of presses	Количество нажатий
Off	Выключено
Offhook	Разговор
On	Включено
On dwell	При пребывании
On enter	При входе
On exit	При выходе
On staying away	При длительном отсутствии
One item out of a list, by its position	Один элемент из списка по его позиции
Only during a time window	Только в заданный интервал
Only lights already on	Только уже включённые светильники
Only unread	Только непрочитанные
Only when it ends up lying flat	Только если оказалось лежать плашмя
Only while the screen is on	Только при включённом экране
Open URL	Открыть ссылку
Opens WhatsApp, Signal or Telegram with a message ready to send	Открывает WhatsApp, Signal или Telegram с готовым к отправке сообщением
Opens a URL in the default handler (browser or app). Typing google.com is enough	Открывает ссылку в приложении по умолчанию (браузере или другом). Достаточно ввести google.com
Operator	Оператор
Options — one per line	Варианты — по одному в строке
Order	Порядок
Orientation	Ориентация
Outputs	Выходы
Package	Пакет
Part of list	Часть списка
Path (e.g. main.temp) — blank for the whole document	Путь (например, main.temp) — пусто, чтобы взять весь документ
Pattern (comma-separated ms, e.g. 0,200,500,200)	Шаблон (мс через запятую, например 0,200,500,200)
Pause	Пауза
Pauses the workflow for a while	Приостанавливает сценарий на некоторое время
Picked up	Поднято
Place	Место
Planned for	Запланировано на
Play	Воспроизвести
Play Sound	Воспроизвести звук
Play pause	Воспроизведение / пауза
Play through	Воспроизводить через
Plays a notification, ringtone, alarm or chosen sound	Воспроизводит звук уведомления, мелодию, будильник или выбранный звук
Plugged	Подключено
Plugged in	Подключено
Poll	Опрос
Poll interval (minutes, minimum 15)	Интервал опроса (минут, минимум 15)
Portrait	Вертикально
Portrait upside down	Вертикально вверх ногами
Position	Позиция
Position (0 is the first)	Позиция (0 — первая)
Position in list	Позиция в списке
Post	Показать
Posts a notification on this device	Показывает уведомление на этом устройстве
Power Save Mode Changed	Изменение режима энергосбережения
Power save mode	Режим энергосбережения
Prefilled	Заполнено заранее
Pressed	Нажатие
Pressed several times	Несколько нажатий
Previous	Назад
Priority	Приоритет
Prompt	Запрос
Proximity	Датчик приближения
Proximity covered	Датчик приближения закрыт
Put	Положить
Put down	Положено
Question	Вопрос
Read from JSON	Прочитать из JSON
Reading	Показание
Reads messages from a mailbox onto a list you can loop over	Читает письма из почтового ящика в список, по которому можно пройти циклом
Reads one value out of JSON text, such as an HTTP response body	Читает одно значение из текста JSON, например из тела HTTP-ответа
Reads whether a light is on, how bright it is and what colour — Philips Hue	Сообщает, включён ли светильник, насколько он ярок и какого цвета — Philips Hue
Reason (optional, logged before halting)	Причина (необязательно, записывается перед остановкой)
Remembers a value in a variable, readable by later runs	Сохраняет значение в переменной, доступной последующим запускам
Removed	Удалено
Repeat	Повторить
Repeat every (under 15 only fires while the device is awake)	Повторять каждые (меньше 15 срабатывает только при бодрствующем устройстве)
Repeat for each item	Повторить для каждого элемента
Repeat on an interval	Повторять с интервалом
Repeat this	Повторять это
Repeat while	Повторять пока
Replaced	Заменено
Replies to a message in WhatsApp, Signal, Telegram or another messenger	Отвечает на сообщение в WhatsApp, Signal, Telegram или другом мессенджере
Reply to Message	Ответить на сообщение
Resumed at	Возобновлено в
Ring	Звонок
Ringer Mode Changed	Изменение режима звонка
Ringer mode	Режим звонка
Ringing	Звонит
Ringtone	Мелодия звонка
Rises above	Поднимается выше
Routes execution by comparing a value against another	Направляет выполнение, сравнивая одно значение с другим
Run Script	Запустить скрипт
Run action	Выполнить действие
Runs JavaScript over inputs you name and returns values on ports you name	Выполняет JavaScript над входами, которые вы назвали, и возвращает значения на порты, которые вы назвали
Runs any Home Assistant service — a thermostat, a media player, a lock, a vacuum, a script	Вызывает любую службу Home Assistant — термостат, медиаплеер, замок, пылесос, скрипт
SMS	SMS
SMS Received	Получено SMS
Saturdays	Субботы
Scene	Сцена
Schedule	Расписание
Screen On / Off	Экран включён / выключен
Screen on	Экран включён
Script — each input is a variable of its own name	Скрипт — каждый вход доступен как переменная с тем же именем
Seconds	Секунды
Send Email	Отправить письмо
Send Message	Отправить сообщение
Send SMS	Отправить SMS
Send as HTML	Отправить как HTML
Sender (optional — any sender when empty)	Отправитель (необязательно — пусто означает любого)
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text	Отправляет запрос модели ИИ — Gemini, Claude, ChatGPT, OpenRouter или своей собственной — и возвращает ответ текстом
Sends an SMS to a number with a body	Отправляет SMS с текстом на указанный номер
Sends an email through one of your mail accounts	Отправляет письмо через один из ваших почтовых аккаунтов
Sensitivity	Чувствительность
Separator	Разделитель
Separator (blank for a new line)	Разделитель (пусто — перенос строки)
Service	Служба
Set	Задать
Set Brightness	Задать яркость
Set Ringer Mode	Задать режим звонка
Set Screen Timeout	Задать таймаут экрана
Set Variable	Задать переменную
Set Volume	Задать громкость
Set brightness	Задать яркость
Set colour	Задать цвет
Set temperature	Задать температуру
Sets or clears the clipboard	Записывает в буфер обмена или очищает его
Sets screen brightness (absolute value or auto)	Задаёт яркость экрана (значением или автоматически)
Sets the ringer mode to normal, silent or vibrate	Переводит звонок в обычный, беззвучный режим или вибрацию
Sets the screen-off timeout in milliseconds	Задаёт время до отключения экрана в миллисекундах
Shake	Встряхивание
Show Message	Показать сообщение
Show Notification	Показать уведомление
Shows a popup dialog and waits until the user has acknowledged it	Показывает всплывающее окно и ждёт, пока пользователь его не подтвердит
Shows a popup dialog offering a list of options and reports which one was picked	Показывает всплывающее окно со списком вариантов и сообщает, какой из них выбран
Signal	Signal
Silence	Тишина
Silent	Беззвучный
Sort list	Отсортировать список
Sound	Звук
Source	Источник
Split text into a list	Разбить текст в список
Splits a struct into its individual fields (auto-detects the struct from the input)	Разбирает структуру на отдельные поля (определяет структуру по входу)
Splits text into a list — one item per line, or on a separator you choose	Разбивает текст в список — по одному элементу на строку или по выбранному разделителю
Standing instruction	Постоянная инструкция
Start at (seconds into the sound)	Начать с (секунда внутри звука)
Started moving — low power, works with the screen off	Начало движения — экономно, работает при выключенном экране
Starts a named list over, ready to collect into	Очищает именованный список, чтобы начать собирать в него заново
Starts once after the device finishes booting	Срабатывает один раз после завершения загрузки устройства
Starts the workflow on an interval or at a time of day	Запускает сценарий с интервалом или в определённое время суток
Starts the workflow when another app, a script or a shortcut asks Ottomatic to run it	Запускает сценарий, когда другое приложение, скрипт или ярлык просит Ottomatic его выполнить
Starts the workflow when you tap run, or tap its widget or shortcut	Запускает сценарий, когда вы нажимаете «Запустить» или его виджет либо ярлык
Starts when Bluetooth is turned on or off	Срабатывает при включении или выключении Bluetooth
Starts when Wi-Fi is enabled or disabled	Срабатывает при включении или выключении Wi-Fi
Starts when a Bluetooth device connects or disconnects	Срабатывает при подключении или отключении Bluetooth-устройства
Starts when a Home Assistant entity changes — a sensor, a switch, a door, a thermostat	Запускается, когда меняется сущность Home Assistant — датчик, выключатель, дверь, термостат
Starts when a USB device is connected or disconnected	Срабатывает при подключении или отключении USB-устройства
Starts when a matching notification arrives	Срабатывает, когда приходит подходящее уведомление
Starts when a media button is pressed (play, pause, next, etc.)	Срабатывает при нажатии медиакнопки (воспроизведение, пауза, далее и т. д.)
Starts when a message arrives in WhatsApp, Signal, Telegram or another messenger	Срабатывает, когда приходит сообщение в WhatsApp, Signal, Telegram или другом мессенджере
Starts when a volume button is pressed, held, or pressed several times. Needs accessibility access; the buttons keep working normally	Срабатывает при нажатии, удержании или многократном нажатии кнопки громкости. Нужен доступ к спецвозможностям; сами кнопки продолжают работать как обычно
Starts when a wired headset is plugged or unplugged	Срабатывает при подключении или отключении проводной гарнитуры
Starts when airplane mode is toggled	Срабатывает при переключении режима полёта
Starts when an NFC tag is held to the phone. Only works while the screen is on and unlocked	Срабатывает, когда к телефону подносят NFC-метку. Работает только при включённом и разблокированном экране
Starts when an SMS arrives	Срабатывает при получении SMS
Starts when an app is installed, removed or replaced	Срабатывает при установке, удалении или замене приложения
Starts when an email arrives in a mailbox you are watching	Срабатывает, когда в отслеживаемый почтовый ящик приходит письмо
Starts when an event fires on the Home Assistant event bus — a Zigbee button, a tag, a custom event	Запускается, когда на шине событий Home Assistant возникает событие — кнопка Zigbee, метка, своё событие
Starts when external media is mounted, unmounted or ejected	Срабатывает при подключении, отключении или извлечении внешнего носителя
Starts when power-save mode is toggled on or off	Срабатывает при включении или выключении режима энергосбережения
Starts when the battery level crosses a threshold (polls in the background)	Срабатывает, когда уровень заряда пересекает порог (опрашивает в фоне)
Starts when the device body is tapped twice or three times. Unreliable in a pocket (screen on only)	Срабатывает при двойном или тройном касании корпуса. Ненадёжно в кармане (только при включённом экране)
Starts when the device connects to or disconnects from a Wi-Fi network	Срабатывает при подключении устройства к сети Wi-Fi или отключении от неё
Starts when the device date rolls over or the timezone changes	Срабатывает при наступлении нового дня или смене часового пояса
Starts when the device enters, exits or dwells inside a circular area, or once it has been away from one for a while	Срабатывает при входе в круговую область, выходе из неё или пребывании внутри, а также когда устройство отсутствовало в ней некоторое время
Starts when the device is docked or undocked	Срабатывает при установке устройства в док-станцию или извлечении из неё
Starts when the device is picked up, set down, or begins moving	Срабатывает, когда устройство поднимают, кладут или оно начинает двигаться
Starts when the device is shaken back and forth. High sensitivity will also fire while running (screen on only)	Срабатывает, когда устройство трясут из стороны в сторону. При высокой чувствительности сработает и во время бега (только при включённом экране)
Starts when the device is shutting down	Срабатывает при выключении устройства
Starts when the device is turned face down or face up, or rotated into portrait or landscape (screen on only)	Срабатывает, когда устройство переворачивают экраном вниз или вверх либо поворачивают вертикально или горизонтально (только при включённом экране)
Starts when the device locale changes	Срабатывает при смене языка устройства
Starts when the device starts or stops charging	Срабатывает, когда устройство начинает или прекращает заряжаться
Starts when the light around the device crosses a level and stays there — a dim room is around 30 lux, an office a few hundred. Below about 30 lux the sensor gets unreliable (screen on only)	Срабатывает, когда освещённость вокруг устройства пересекает порог и остаётся за ним — полутёмная комната это около 30 люкс, офис — несколько сотен. Ниже примерно 30 люкс датчик становится ненадёжным (только при включённом экране)
Starts when the phone call state changes (ringing, offhook, idle)	Срабатывает при изменении состояния звонка (звонит, разговор, свободна)
Starts when the ringer mode changes (normal, silent, vibrate)	Срабатывает при смене режима звонка (обычный, беззвучный, вибрация)
Starts when the screen turns on or off	Срабатывает при включении или выключении экрана
Starts when the sensor above the screen is covered or uncovered. Your hand has to be touching or nearly touching the glass (screen on only on most devices)	Срабатывает, когда датчик над экраном закрывают или открывают. Рука должна касаться стекла или почти касаться его (на большинстве устройств только при включённом экране)
Starts when the user unlocks the device	Срабатывает, когда пользователь разблокирует устройство
State	Состояние
Stop	Стоп
Stop Macro	Остановить макрос
Stop Sound	Остановить звук
Stop after (seconds, 0 = play to the end)	Остановить через (секунд, 0 — до конца)
Stops every sound started by Play Sound	Останавливает все звуки, запущенные узлом «Воспроизвести звук»
Stream	Поток
String	Текст
Struct	Структура
Subject	Тема
Subject contains	Тема содержит
Sundays	Воскресенья
System	Система
Tag	Метка
Tap on Device	Касание корпуса
Taps	Касания
Telegram	Telegram
Template — use {A}, {B}, {C}	Шаблон — используйте {A}, {B}, {C}
Text	Текст
Text contains (optional)	Текст содержит (необязательно)
Text — one item per line, or wire something in	Текст — по одному элементу на строку, или подключите что-нибудь
The current battery charge as a percentage in 0..100	Текущий заряд батареи в процентах от 0 до 100
The current date and time	Текущие дата и время
The current state of a Home Assistant entity — a sensor, a switch, a thermostat	Текущее состояние сущности Home Assistant — датчика, выключателя, термостата
The current value of a variable	Текущее значение переменной
The device\'s current ringer mode	Текущий режим звонка устройства
The light level around the device in lux — a dim room is around 30, an office a few hundred	Освещённость вокруг устройства в люксах — полутёмная комната около 30, офис — несколько сотен
The name of the Wi-Fi network the device is currently connected to	Название сети Wi-Fi, к которой устройство подключено сейчас
The same list, in order	Тот же список, по порядку
This is a list	Это список
Thorough	Тщательная
Threshold (0-100)	Порог (0–100)
Threshold (lux)	Порог (люкс)
Thursdays	Четверги
Timeout (ms)	Таймаут (мс)
Timezone changed	Часовой пояс изменён
Title	Заголовок
To	Кому
Toggle	Переключить
Toggle Auto-Rotate	Переключить автоповорот
Toggle Bluetooth	Переключить Bluetooth
Toggle Flashlight	Переключить фонарик
Toggle Wi-Fi	Переключить Wi-Fi
Toggles Do-Not-Disturb on or off with a chosen policy level	Включает или выключает режим «Не беспокоить» с выбранным уровнем строгости
Triple tap	Тройное касание
Tuesdays	Вторники
Turn off	Выключить
Turn on	Включить
Turns Bluetooth on or off and reports the resulting state	Включает или выключает Bluetooth и сообщает получившееся состояние
Turns Wi-Fi on or off and reports the resulting state	Включает или выключает Wi-Fi и сообщает получившееся состояние
Turns a light, room or zone on or off, or sets its brightness, colour or warmth — Philips Hue	Включает или выключает светильник, комнату либо зону, а также задаёт яркость, цвет или теплоту — Philips Hue
Turns a list into one piece of text, separated by what you choose	Превращает список в один текст, разделяя элементы тем, что вы выберете
Turns a value into another type — text, a number, yes/no or a date	Превращает значение в другой тип — текст, число, «да/нет» или дату
Turns accelerometer auto-rotation on or off	Включает или выключает автоповорот по акселерометру
Turns the camera torch (flashlight) on or off	Включает или выключает фонарик камеры
Type	Тип
URL	Ссылка
USB Device Connected	Подключено USB-устройство
Uncovered	Открыт
Undocked	Извлечено из док-станции
Unit	Единица
Unmounted	Отключён
Unmute	Включить звук
Unplugged	Отключено
Until	До
Until a date and time	До даты и времени
Until a time of day	До времени суток
Up	Вверх
Update Email	Изменить письмо
Value	Значение
Value (0-100, only when mode is set)	Значение (0–100, только в режиме «Задать»)
Value (0-255, only when auto is off)	Значение (0–255, только когда автояркость выключена)
Values this call carries	Значения, которые несёт этот вызов
Variable	Переменная
Variable Change	Изменение переменной
Vibrate	Вибрация
Vibrates the device for a duration or pattern	Включает вибрацию на заданное время или по шаблону
Volume Button	Кнопка громкости
Volume down	Громкость вниз
Volume up	Громкость вверх
Wait	Ждать
Wait Until	Ждать до
Wait until finished	Ждать завершения
Warmth (K)	Теплота (K)
Wednesdays	Среды
What starts it	Что запускает
What to do	Что сделать
Whatsapp	WhatsApp
When cancelled	При отмене
When confirmed	При подтверждении
When finished	По завершении
When the light level	Когда освещённость
When the time comes	Когда наступит время
When time runs out	Когда время истечёт
Where an item sits in a list, counting from 0, or -1 when it is not there	На каком месте элемент стоит в списке, считая от 0, или -1, если его там нет
Whether Bluetooth is currently enabled	Включён ли Bluetooth сейчас
Whether Do-Not-Disturb is currently active	Активен ли сейчас режим «Не беспокоить»
Whether NFC is currently switched on	Включён ли NFC сейчас
Whether Wi-Fi is currently enabled	Включён ли Wi-Fi сейчас
Whether a list holds a given item	Содержит ли список заданный элемент
Whether a wired or USB headset is currently plugged in	Подключена ли сейчас проводная или USB-гарнитура
Whether airplane mode is currently on	Включён ли сейчас режим полёта
Whether battery saver is currently on	Включено ли сейчас энергосбережение
Whether something is covering the sensor above the screen — a pocket, a hand on the glass, the device face down	Закрыто ли что-нибудь датчик над экраном — карман, рука на стекле, устройство экраном вниз
Whether the device is currently charging	Заряжается ли устройство сейчас
Whether the device is currently in dark theme (night mode)	Включена ли сейчас на устройстве тёмная тема (ночной режим)
Whether the device is currently sitting in a dock	Стоит ли устройство сейчас в док-станции
Whether the screen is currently on and interactive	Включён ли сейчас экран и доступен ли он для взаимодействия
While the screen is off	При выключенном экране
Whole number	Целое число
Wi-Fi Network	Сеть Wi-Fi
Wi-Fi State Change	Изменение состояния Wi-Fi
Wi-Fi enabled	Wi-Fi включён
Wi-Fi network	Сеть Wi-Fi
Within (ms)	В пределах (мс)
Writes a message to this workflow\'s console	Записывает сообщение в консоль этого сценария
Yes or no	Да или нет
Z to A / largest first	От Я до А / сначала большие
false	нет
in	Вход
out	Выход
response	ответ
state	состояние
true	да
MQTT Message	Сообщение MQTT
Starts when a message arrives on an MQTT topic — a Zigbee button, a sensor, any device that publishes	Запускается, когда в тему MQTT приходит сообщение — кнопка Zigbee, датчик, любое устройство, которое публикует
Broker	Брокер
Topic	Тема
Message contains	Сообщение содержит
Also fire on messages the broker had stored	Срабатывать и на сообщения, которые брокер хранил
Publish to MQTT	Опубликовать в MQTT
Sends a message to a topic on an MQTT broker — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome	Отправляет сообщение в тему на MQTT-брокере — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome
Delivery	Доставка
Confirmed by the broker	Подтверждена брокером
Send and forget	Отправить и забыть
Confirmed exactly once	Подтверждена ровно один раз
Ask the broker to keep this message	Попросить брокер сохранить это сообщение
MQTT Topic	Тема MQTT
The last message published to a topic on an MQTT broker	Последнее сообщение, опубликованное в теме на MQTT-брокере
Write to File	Записать в файл
Saves text to a file on the phone, replacing it or adding to the end	Сохраняет текст в файл на телефоне, заменяя его или дописывая в конец
File	Файл
Result	Результат
Add to the end instead of replacing	Дописывать в конец, а не заменять
If a file is already there	Если файл уже есть
Replace it	Заменить его
Keep both, adding a number	Оставить оба, добавив номер
Leave the old one alone	Оставить старый как есть
Text encoding	Кодировка текста
UTF-8	UTF-8
UTF-16	UTF-16
Latin-1 (ISO 8859-1)	Latin-1 (ISO 8859-1)
Read File	Прочитать файл
Reads a text file from the phone and passes its contents on	Читает текстовый файл на телефоне и передаёт его содержимое дальше
List Files	Список файлов
Lists the files in a folder, as paths you can loop over	Перечисляет файлы в папке в виде путей, которые можно перебрать
Only names matching	Только имена, подходящие под
Paths	Пути
Files	Файлы
Folders	Папки
Both	И то, и другое
File Details	Сведения о файле
Answers whether a file exists, how big it is and when it changed	Сообщает, есть ли файл, какого он размера и когда изменялся
File or folder	Файл или папка
Copy or Move File	Копировать или переместить файл
Copies, moves or renames a file on the phone	Копирует, перемещает или переименовывает файл на телефоне
From	Откуда
Copy it	Копировать
Move it	Переместить
Delete File	Удалить файл
Removes a file from the phone	Удаляет файл с телефона
Ask AI (with tools)	Запрос к ИИ (с инструментами)
Ask AI About a Picture	Спросить ИИ об изображении
Asks an AI model to do something, letting it read from the phone and run nodes and macros you choose until it has an answer	Просит модель ИИ выполнить задачу, позволяя ей читать данные телефона и запускать выбранные вами узлы и макросы, пока не будет получен ответ
Most turns	Максимум ходов
Picture	Изображение
Shows an AI model a picture from this phone and returns what it says about it	Показывает модели ИИ изображение с этого телефона и возвращает её описание
Tools	Инструменты
What to ask	О чём спросить
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text, letting it run nodes and macros as tools when you allow it	Отправляет запрос модели ИИ (Gemini, Claude, ChatGPT, OpenRouter или собственной модели) и возвращает ответ текстом, а при разрешении позволяет ей запускать узлы и макросы как инструменты
Let it use tools	Разрешить ей пользоваться инструментами
Add Calendar Event	Добавить встречу
All day	Весь день
Applies to	Применить к
Appointment	Встреча
Between two times	Между двумя моментами
Busy	Занят
Calendar	Календарь
Calendar Changed	Календарь изменён
Calendar Event	Встреча в календаре
